URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,HasObfuscation,NoOfSlashInURL,ContainsSuspiciousKeyword,Entropy,CharContinuationRate
74.0,20.0,0.0,3.0,1.0,60.0,0.8108,2.0,0.027,0.0,0.0,0.0,4.0,0.0541,1.0,0.0,6.0,0.0,4.3731,0.1622
94.0,19.0,0.0,2.0,1.0,58.0,0.617,22.0,0.234,0.0,0.0,0.0,6.0,0.0638,1.0,0.0,5.0,0.0,4.7675,0.1064
52.0,18.0,0.0,3.0,1.0,44.0,0.8462,0.0,0.0,0.0,0.0,0.0,2.0,0.0385,0.0,0.0,4.0,0.0,4.2249,0.2115
38.0,30.0,0.0,3.0,1.0,33.0,0.8684,0.0,0.0,0.0,0.0,0.0,1.0,0.0263,1.0,0.0,2.0,0.0,4.0235,0.5789
25.0,16.0,0.0,3.0,1.0,19.0,0.76,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,3.0,0.0,3.8635,0.32
43.0,29.0,0.0,6.0,1.0,36.0,0.8372,0.0,0.0,0.0,0.0,0.0,1.0,0.0233,0.0,0.0,4.0,0.0,3.9873,0.4186
81.0,25.0,0.0,3.0,1.0,61.0,0.7531,6.0,0.0741,0.0,0.0,0.0,6.0,0.0741,0.0,0.0,5.0,0.0,4.4418,0.2099
28.0,11.0,0.0,3.0,0.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,3.0,0.0,3.6515,0.2857
22.0,14.0,0.0,2.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,1.0,0.0,2.0,0.0,3.6635,0.3182
29.0,21.0,0.0,2.0,1.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,2.0,0.069,1.0,0.0,2.0,0.0,3.9783,0.3103
45.0,36.0,0.0,3.0,1.0,36.0,0.8,3.0,0.0667,0.0,0.0,0.0,1.0,0.0222,1.0,0.0,3.0,0.0,4.4556,0.3778
25.0,17.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.6235,0.36
61.0,9.0,0.0,3.0,0.0,46.0,0.7541,3.0,0.0492,0.0,0.0,0.0,1.0,0.0164,1.0,0.0,7.0,1.0,4.2841,0.1475
46.0,25.0,0.0,4.0,1.0,36.0,0.7826,0.0,0.0,0.0,0.0,0.0,2.0,0.0435,0.0,0.0,6.0,0.0,4.0152,0.2174
66.0,16.0,0.0,3.0,0.0,55.0,0.8333,0.0,0.0,0.0,0.0,0.0,2.0,0.0303,0.0,0.0,5.0,1.0,3.9706,0.2121
23.0,15.0,0.0,2.0,2.0,17.0,0.7391,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,1.0,0.0,2.0,0.0,3.7623,0.2174
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,3.9621,0.4839
73.0,22.0,0.0,3.0,0.0,39.0,0.5342,24.0,0.3288,0.0,0.0,0.0,3.0,0.0411,0.0,0.0,6.0,1.0,4.765,0.0959
61.0,43.0,0.0,3.0,1.0,28.0,0.459,25.0,0.4098,0.0,0.0,0.0,2.0,0.0328,1.0,0.0,3.0,0.0,4.5611,0.082
60.0,27.0,0.0,2.0,2.0,50.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0167,0.0,0.0,5.0,0.0,4.205,0.2667
75.0,33.0,0.0,3.0,1.0,53.0,0.7067,11.0,0.1467,0.0,0.0,0.0,5.0,0.0667,1.0,1.0,3.0,1.0,4.6602,0.2667
86.0,22.0,0.0,3.0,1.0,71.0,0.8256,0.0,0.0,0.0,0.0,0.0,3.0,0.0349,0.0,0.0,10.0,1.0,4.4316,0.1628
24.0,17.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.0,0.0,2.0,0.0,3.7721,0.375
41.0,16.0,0.0,3.0,1.0,33.0,0.8049,0.0,0.0,0.0,0.0,0.0,2.0,0.0488,1.0,0.0,4.0,0.0,4.0913,0.2195
65.0,22.0,0.0,3.0,1.0,51.0,0.7846,4.0,0.0615,0.0,0.0,0.0,3.0,0.0462,0.0,1.0,4.0,0.0,4.6372,0.2154
38.0,21.0,0.0,2.0,1.0,30.0,0.7895,0.0,0.0,0.0,0.0,0.0,2.0,0.0526,0.0,0.0,4.0,0.0,4.2936,0.1842
32.0,11.0,0.0,3.0,0.0,17.0,0.5312,8.0,0.25,0.0,1.0,0.0,1.0,0.0312,0.0,0.0,4.0,0.0,4.3278,0.25
35.0,14.0,0.0,3.0,1.0,27.0,0.7714,0.0,0.0,0.0,0.0,0.0,3.0,0.0857,0.0,0.0,3.0,0.0,4.0856,0.1714
44.0,16.0,0.0,3.0,1.0,35.0,0.7955,0.0,0.0,0.0,0.0,0.0,2.0,0.0455,1.0,0.0,5.0,0.0,4.2805,0.1818
22.0,14.0,0.0,3.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,1.0,0.0,2.0,0.0,3.7544,0.2727
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,1.0,3.7804,0.4286
31.0,14.0,0.0,3.0,1.0,23.0,0.7419,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,5.0,0.0,3.8371,0.1935
35.0,27.0,0.0,3.0,1.0,30.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,2.0,0.0,4.0144,0.5429
171.0,14.0,0.0,2.0,1.0,124.0,0.7251,16.0,0.0936,7.0,1.0,6.0,9.0,0.0526,0.0,0.0,3.0,0.0,4.9034,0.0877
30.0,23.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,0.0,0.0,2.0,0.0,3.8314,0.5
105.0,27.0,0.0,3.0,1.0,75.0,0.7143,16.0,0.1524,0.0,0.0,0.0,2.0,0.019,0.0,0.0,9.0,1.0,4.6686,0.181
29.0,22.0,0.0,3.0,1.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,2.0,0.069,0.0,0.0,2.0,0.0,3.8573,0.3448
36.0,27.0,0.0,3.0,1.0,30.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0278,1.0,0.0,3.0,0.0,4.0651,0.5278
33.0,25.0,0.0,3.0,1.0,26.0,0.7879,0.0,0.0,0.0,0.0,0.0,3.0,0.0909,1.0,0.0,2.0,0.0,4.2714,0.1818
30.0,22.0,0.0,2.0,2.0,24.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,4.0981,0.4
46.0,18.0,0.0,2.0,1.0,36.0,0.7826,0.0,0.0,0.0,0.0,0.0,2.0,0.0435,0.0,0.0,6.0,0.0,4.0751,0.1957
25.0,18.0,0.0,3.0,1.0,16.0,0.64,4.0,0.16,0.0,0.0,0.0,1.0,0.04,0.0,0.0,2.0,0.0,4.0537,0.24
64.0,17.0,0.0,2.0,0.0,53.0,0.8281,0.0,0.0,0.0,0.0,0.0,2.0,0.0312,1.0,0.0,7.0,0.0,4.2176,0.1875
95.0,19.0,0.0,2.0,1.0,58.0,0.6105,22.0,0.2316,0.0,0.0,0.0,7.0,0.0737,1.0,1.0,5.0,0.0,4.7427,0.1053
50.0,16.0,0.0,3.0,1.0,40.0,0.8,0.0,0.0,0.0,0.0,0.0,4.0,0.08,1.0,0.0,4.0,0.0,4.1202,0.18
43.0,15.0,0.0,3.0,0.0,36.0,0.8372,0.0,0.0,0.0,0.0,0.0,1.0,0.0233,1.0,0.0,5.0,0.0,3.8673,0.2558
89.0,17.0,0.0,3.0,1.0,74.0,0.8315,0.0,0.0,0.0,0.0,0.0,8.0,0.0899,1.0,0.0,4.0,0.0,4.4587,0.1011
41.0,27.0,0.0,3.0,0.0,35.0,0.8537,0.0,0.0,0.0,0.0,0.0,1.0,0.0244,1.0,0.0,4.0,0.0,4.0644,0.561
22.0,15.0,0.0,3.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,0.0,0.0,2.0,0.0,3.6069,0.3182
64.0,14.0,0.0,3.0,1.0,54.0,0.8438,0.0,0.0,0.0,0.0,0.0,4.0,0.0625,1.0,0.0,4.0,0.0,4.2166,0.125
67.0,22.0,0.0,2.0,1.0,52.0,0.7761,3.0,0.0448,0.0,0.0,0.0,1.0,0.0149,0.0,0.0,6.0,0.0,4.2777,0.2239
32.0,24.0,0.0,2.0,1.0,26.0,0.8125,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,1.0,0.0,2.0,0.0,3.9139,0.2812
56.0,16.0,0.0,3.0,0.0,45.0,0.8036,0.0,0.0,0.0,0.0,0.0,6.0,0.1071,1.0,0.0,4.0,0.0,4.1942,0.2143
40.0,25.0,0.0,3.0,1.0,34.0,0.85,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,3.0,0.0,4.0964,0.425
20.0,13.0,0.0,3.0,0.0,15.0,0.75,1.0,0.05,0.0,0.0,0.0,1.0,0.05,0.0,0.0,2.0,0.0,3.7219,0.4
87.0,17.0,0.0,3.0,1.0,74.0,0.8506,0.0,0.0,0.0,0.0,0.0,6.0,0.069,1.0,0.0,5.0,0.0,4.0207,0.1149
26.0,18.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,4.027,0.3846
40.0,10.0,0.0,2.0,1.0,29.0,0.725,1.0,0.025,0.0,0.0,0.0,2.0,0.05,1.0,0.0,5.0,0.0,4.1873,0.175
28.0,13.0,0.0,3.0,0.0,22.0,0.7857,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,4.0,0.0,3.709,0.3214
27.0,19.0,0.0,2.0,2.0,21.0,0.7778,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,4.0323,0.2963
50.0,21.0,0.0,2.0,1.0,41.0,0.82,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,5.0,1.0,4.1347,0.28
42.0,8.0,0.0,3.0,0.0,33.0,0.7857,0.0,0.0,0.0,0.0,0.0,2.0,0.0476,0.0,0.0,6.0,0.0,4.0167,0.1905
36.0,28.0,0.0,3.0,1.0,31.0,0.8611,0.0,0.0,0.0,0.0,0.0,1.0,0.0278,1.0,0.0,2.0,0.0,3.933,0.5556
24.0,16.0,0.0,2.0,2.0,18.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.6573,0.25
30.0,22.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,3.9899,0.4667
39.0,30.0,0.0,3.0,1.0,25.0,0.641,6.0,0.1538,0.0,0.0,0.0,3.0,0.0769,1.0,0.0,3.0,0.0,4.3875,0.2564
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,3.8574,0.4839
32.0,24.0,0.0,2.0,2.0,26.0,0.8125,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,2.0,0.0,3.9528,0.4375
51.0,21.0,0.0,3.0,1.0,42.0,0.8235,0.0,0.0,0.0,0.0,0.0,1.0,0.0196,0.0,0.0,5.0,0.0,4.0547,0.2549
73.0,14.0,0.0,3.0,1.0,45.0,0.6164,11.0,0.1507,0.0,0.0,0.0,8.0,0.1096,0.0,0.0,7.0,0.0,4.3418,0.0959
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.8282,0.4074
99.0,15.0,0.0,3.0,1.0,77.0,0.7778,9.0,0.0909,0.0,0.0,0.0,4.0,0.0404,1.0,0.0,7.0,0.0,4.7602,0.0909
29.0,21.0,0.0,2.0,1.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,2.0,0.069,1.0,0.0,2.0,0.0,4.0642,0.2414
59.0,22.0,0.0,2.0,1.0,45.0,0.7627,4.0,0.0678,0.0,0.0,0.0,4.0,0.0678,0.0,0.0,3.0,1.0,4.4686,0.1695
31.0,23.0,0.0,3.0,2.0,25.0,0.8065,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,3.797,0.2258
98.0,60.0,0.0,3.0,3.0,77.0,0.7857,10.0,0.102,0.0,0.0,0.0,3.0,0.0306,1.0,0.0,3.0,0.0,4.6277,0.2449
25.0,18.0,0.0,3.0,1.0,19.0,0.76,0.0,0.0,0.0,0.0,0.0,2.0,0.08,0.0,0.0,2.0,0.0,3.8137,0.2
86.0,16.0,0.0,2.0,1.0,46.0,0.5349,28.0,0.3256,0.0,0.0,0.0,1.0,0.0116,0.0,0.0,8.0,1.0,4.232,0.2558
26.0,18.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.8441,0.3846
30.0,22.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,4.0151,0.4667
65.0,38.0,0.0,3.0,1.0,49.0,0.7538,4.0,0.0615,0.0,0.0,0.0,4.0,0.0615,0.0,0.0,5.0,1.0,4.3892,0.1692
78.0,12.0,0.0,3.0,0.0,64.0,0.8205,1.0,0.0128,0.0,0.0,0.0,4.0,0.0513,0.0,0.0,7.0,0.0,4.3058,0.2051
160.0,21.0,0.0,3.0,1.0,117.0,0.7312,24.0,0.15,4.0,1.0,1.0,4.0,0.025,0.0,0.0,6.0,1.0,5.4833,0.0813
49.0,40.0,0.0,3.0,1.0,25.0,0.5102,18.0,0.3673,0.0,0.0,0.0,1.0,0.0204,1.0,0.0,3.0,0.0,4.5119,0.3673
32.0,24.0,0.0,3.0,1.0,27.0,0.8438,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,2.0,1.0,4.0542,0.5
256.0,36.0,0.0,3.0,0.0,185.0,0.7227,34.0,0.1328,7.0,2.0,4.0,13.0,0.0508,0.0,0.0,9.0,0.0,4.8418,0.0469
31.0,23.0,0.0,2.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,3.8087,0.5161
83.0,16.0,0.0,3.0,1.0,58.0,0.6988,12.0,0.1446,0.0,0.0,0.0,5.0,0.0602,1.0,0.0,5.0,0.0,4.4979,0.2289
61.0,18.0,0.0,2.0,1.0,50.0,0.8197,0.0,0.0,0.0,0.0,0.0,1.0,0.0164,0.0,0.0,7.0,0.0,4.3948,0.1967
28.0,21.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,2.0,0.0,3.9677,0.4643
69.0,11.0,0.0,3.0,1.0,53.0,0.7681,4.0,0.058,0.0,0.0,0.0,3.0,0.0435,0.0,0.0,6.0,0.0,4.4866,0.2029
30.0,22.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,3.8566,0.4667
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.8842,0.4074
35.0,15.0,0.0,3.0,1.0,26.0,0.7429,0.0,0.0,0.0,0.0,0.0,2.0,0.0571,0.0,0.0,5.0,0.0,4.0547,0.1714
22.0,15.0,0.0,2.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,0.0,0.0,2.0,0.0,3.8797,0.3636
34.0,15.0,0.0,3.0,0.0,26.0,0.7647,0.0,0.0,0.0,0.0,0.0,2.0,0.0588,0.0,0.0,5.0,0.0,3.9003,0.2059
85.0,23.0,0.0,2.0,1.0,70.0,0.8235,0.0,0.0,0.0,0.0,0.0,2.0,0.0235,0.0,0.0,10.0,0.0,4.3395,0.1882
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.9121,0.4074
40.0,31.0,0.0,3.0,2.0,30.0,0.75,1.0,0.025,0.0,0.0,0.0,3.0,0.075,1.0,0.0,3.0,0.0,4.3087,0.175
134.0,22.0,0.0,3.0,1.0,102.0,0.7612,9.0,0.0672,2.0,1.0,1.0,10.0,0.0746,1.0,1.0,7.0,0.0,4.94,0.0746
26.0,12.0,0.0,3.0,0.0,20.0,0.7692,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,0.0,0.0,4.0,0.0,3.6235,0.3077
64.0,64.0,0.0,3.0,6.0,48.0,0.75,9.0,0.1406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.437,0.2188
113.0,23.0,0.0,3.0,1.0,97.0,0.8584,0.0,0.0,0.0,0.0,0.0,3.0,0.0265,1.0,0.0,8.0,1.0,4.2664,0.0885
20.0,12.0,0.0,4.0,1.0,14.0,0.7,1.0,0.05,0.0,0.0,0.0,1.0,0.05,1.0,0.0,2.0,0.0,3.5842,0.25
47.0,17.0,0.0,2.0,0.0,39.0,0.8298,0.0,0.0,0.0,0.0,0.0,1.0,0.0213,0.0,0.0,5.0,0.0,4.1795,0.2979
39.0,10.0,0.0,3.0,0.0,31.0,0.7949,0.0,0.0,0.0,0.0,0.0,1.0,0.0256,0.0,0.0,6.0,0.0,4.0159,0.1795
80.0,13.0,0.0,6.0,0.0,67.0,0.8375,2.0,0.025,0.0,0.0,0.0,4.0,0.05,0.0,1.0,6.0,0.0,4.4945,0.1125
54.0,21.0,0.0,3.0,1.0,45.0,0.8333,0.0,0.0,0.0,0.0,0.0,3.0,0.0556,0.0,0.0,3.0,0.0,4.3143,0.2407
30.0,22.0,0.0,3.0,1.0,24.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0667,1.0,0.0,2.0,0.0,3.9232,0.2667
27.0,18.0,0.0,3.0,1.0,19.0,0.7037,2.0,0.0741,0.0,0.0,0.0,1.0,0.037,1.0,0.0,3.0,0.0,4.0323,0.2593
46.0,16.0,0.0,3.0,1.0,34.0,0.7391,0.0,0.0,0.0,0.0,0.0,3.0,0.0652,0.0,0.0,7.0,0.0,3.8896,0.1304
38.0,27.0,0.0,2.0,1.0,31.0,0.8158,0.0,0.0,0.0,0.0,0.0,1.0,0.0263,1.0,0.0,4.0,0.0,4.0831,0.5526
41.0,21.0,0.0,3.0,1.0,34.0,0.8293,0.0,0.0,0.0,0.0,0.0,2.0,0.0488,1.0,0.0,3.0,0.0,4.0156,0.3171
86.0,15.0,0.0,3.0,2.0,55.0,0.6395,16.0,0.186,0.0,0.0,0.0,5.0,0.0581,0.0,1.0,6.0,0.0,4.5178,0.1163
63.0,15.0,0.0,3.0,1.0,49.0,0.7778,1.0,0.0159,0.0,0.0,0.0,5.0,0.0794,0.0,0.0,6.0,0.0,4.1005,0.127
42.0,17.0,0.0,4.0,1.0,32.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0238,0.0,0.0,7.0,0.0,4.061,0.1905
42.0,19.0,0.0,3.0,0.0,33.0,0.7857,2.0,0.0476,0.0,0.0,0.0,2.0,0.0476,0.0,0.0,4.0,1.0,4.2408,0.3571
84.0,14.0,0.0,3.0,1.0,60.0,0.7143,2.0,0.0238,0.0,1.0,0.0,3.0,0.0357,0.0,0.0,11.0,1.0,4.2285,0.0714
84.0,27.0,0.0,3.0,1.0,57.0,0.6786,17.0,0.2024,0.0,0.0,0.0,2.0,0.0238,0.0,0.0,6.0,0.0,4.6852,0.2262
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.866,0.4074
89.0,20.0,0.0,3.0,1.0,69.0,0.7753,7.0,0.0787,0.0,0.0,0.0,5.0,0.0562,0.0,0.0,5.0,1.0,4.5213,0.1348
31.0,24.0,0.0,3.0,2.0,25.0,0.8065,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,0.0,0.0,2.0,1.0,4.1069,0.3226
31.0,24.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,0.0,0.0,2.0,0.0,3.8087,0.5161
59.0,11.0,0.0,3.0,0.0,40.0,0.678,9.0,0.1525,0.0,0.0,0.0,4.0,0.0678,1.0,0.0,5.0,0.0,4.6388,0.1525
89.0,15.0,0.0,3.0,0.0,73.0,0.8202,0.0,0.0,0.0,0.0,0.0,10.0,0.1124,0.0,0.0,4.0,0.0,4.0281,0.1236
55.0,18.0,0.0,3.0,1.0,38.0,0.6909,9.0,0.1636,0.0,0.0,0.0,2.0,0.0364,1.0,0.0,4.0,0.0,4.3726,0.1818
116.0,13.0,0.0,3.0,0.0,96.0,0.8276,0.0,0.0,0.0,0.0,0.0,4.0,0.0345,0.0,0.0,10.0,1.0,4.2685,0.1293
59.0,15.0,0.0,3.0,2.0,40.0,0.678,5.0,0.0847,0.0,0.0,0.0,3.0,0.0508,0.0,0.0,7.0,0.0,4.1412,0.1186
73.0,18.0,0.0,3.0,1.0,62.0,0.8493,0.0,0.0,0.0,0.0,0.0,4.0,0.0548,1.0,0.0,5.0,0.0,4.3057,0.137
119.0,15.0,0.0,3.0,1.0,100.0,0.8403,0.0,0.0,0.0,0.0,0.0,9.0,0.0756,1.0,0.0,7.0,0.0,4.6533,0.0924
29.0,21.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,4.0304,0.4483
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,4.0023,0.4839
22.0,14.0,0.0,3.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,1.0,0.0,2.0,0.0,3.7888,0.2727
19.0,11.0,0.0,2.0,1.0,14.0,0.7368,0.0,0.0,0.0,0.0,0.0,1.0,0.0526,1.0,0.0,2.0,0.0,3.2608,0.2632
21.0,13.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.5945,0.2381
25.0,18.0,0.0,2.0,2.0,19.0,0.76,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,2.0,0.0,3.7533,0.2
61.0,24.0,0.0,3.0,1.0,43.0,0.7049,6.0,0.0984,0.0,0.0,0.0,4.0,0.0656,1.0,0.0,6.0,0.0,4.5062,0.2623
21.0,13.0,0.0,2.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.5585,0.2857
42.0,17.0,0.0,3.0,1.0,20.0,0.4762,16.0,0.381,0.0,0.0,0.0,1.0,0.0238,1.0,0.0,3.0,0.0,4.4516,0.381
21.0,14.0,0.0,2.0,1.0,15.0,0.7143,0.0,0.0,0.0,0.0,0.0,2.0,0.0952,0.0,0.0,2.0,0.0,3.6538,0.1905
57.0,15.0,0.0,3.0,1.0,44.0,0.7719,3.0,0.0526,0.0,0.0,0.0,1.0,0.0175,0.0,0.0,6.0,0.0,4.4348,0.1754
30.0,22.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,4.0981,0.4667
43.0,16.0,0.0,3.0,0.0,29.0,0.6744,6.0,0.1395,1.0,1.0,0.0,1.0,0.0233,0.0,0.0,4.0,0.0,4.3129,0.2791
54.0,45.0,0.0,3.0,2.0,28.0,0.5185,17.0,0.3148,0.0,0.0,0.0,3.0,0.0556,1.0,0.0,3.0,0.0,4.6759,0.1296
46.0,16.0,0.0,3.0,1.0,38.0,0.8261,0.0,0.0,0.0,0.0,0.0,1.0,0.0217,0.0,0.0,4.0,0.0,4.1372,0.1957
95.0,19.0,0.0,2.0,2.0,78.0,0.8211,0.0,0.0,1.0,1.0,0.0,4.0,0.0421,0.0,0.0,6.0,0.0,4.6014,0.1158
23.0,16.0,0.0,3.0,1.0,18.0,0.7826,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,2.0,0.0,3.969,0.3478
52.0,15.0,0.0,3.0,1.0,42.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0192,0.0,0.0,6.0,0.0,4.0361,0.1731
20.0,12.0,0.0,3.0,1.0,15.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,2.0,0.0,3.6842,0.25
25.0,17.0,0.0,3.0,2.0,19.0,0.76,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.7533,0.2
47.0,19.0,0.0,4.0,1.0,38.0,0.8085,0.0,0.0,0.0,0.0,0.0,2.0,0.0426,0.0,0.0,5.0,0.0,4.2542,0.2128
26.0,19.0,0.0,3.0,2.0,20.0,0.7692,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,0.0,0.0,2.0,0.0,3.7193,0.2308
24.0,16.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.7202,0.3333
23.0,15.0,0.0,2.0,1.0,18.0,0.7826,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,1.0,0.0,2.0,0.0,3.741,0.3478
18.0,11.0,0.0,2.0,1.0,13.0,0.7222,0.0,0.0,0.0,0.0,0.0,1.0,0.0556,0.0,0.0,2.0,0.0,3.3502,0.2222
48.0,16.0,0.0,3.0,1.0,41.0,0.8542,0.0,0.0,0.0,0.0,0.0,1.0,0.0208,0.0,0.0,3.0,0.0,4.3478,0.375
65.0,36.0,0.0,3.0,1.0,53.0,0.8154,0.0,0.0,0.0,0.0,0.0,6.0,0.0923,0.0,0.0,3.0,0.0,4.1337,0.1385
28.0,21.0,0.0,3.0,2.0,21.0,0.75,1.0,0.0357,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,2.0,0.0,3.8424,0.25
25.0,17.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.6733,0.36
92.0,19.0,0.0,3.0,0.0,75.0,0.8152,10.0,0.1087,0.0,0.0,0.0,2.0,0.0217,1.0,0.0,4.0,0.0,4.8455,0.1739
54.0,21.0,0.0,3.0,1.0,45.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0185,0.0,0.0,5.0,0.0,3.9799,0.2407
25.0,16.0,0.0,3.0,1.0,15.0,0.6,3.0,0.12,0.0,0.0,0.0,2.0,0.08,1.0,0.0,3.0,0.0,3.8635,0.2
66.0,15.0,0.0,3.0,0.0,44.0,0.6667,12.0,0.1818,0.0,0.0,0.0,1.0,0.0152,0.0,0.0,8.0,0.0,4.4226,0.1667
106.0,13.0,0.0,2.0,1.0,86.0,0.8113,6.0,0.0566,0.0,0.0,0.0,3.0,0.0283,0.0,0.0,6.0,0.0,4.3628,0.1226
